LineId,Month,Date,Time,Level,ComponentAndPID,Content,EventId,EventTemplate
1,Feb,11,06:25:02,hydra0,CRON[11220],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
2,Feb,11,06:35:01,hydra0,CRON[13230],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
3,Feb,11,06:35:01,hydra0,CRON[13230],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
4,Feb,11,06:39:01,hydra0,CRON[14321],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
5,Feb,11,06:39:01,hydra0,CRON[14321],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
6,Feb,11,06:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
7,Feb,11,06:45:01,hydra0,CRON[15494],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
8,Feb,11,06:45:01,hydra0,CRON[15494],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
9,Feb,11,06:55:01,hydra0,CRON[17708],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
10,Feb,11,06:55:01,hydra0,CRON[17708],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
11,Feb,11,06:56:27,hydra0,sshd[27278],Received signal 15; terminating.,Event2,Received signal 15; terminating.
12,Feb,11,06:56:27,hydra0,sshd[19259],Server listening on 0.0.0.0 port 22.,Event3,Server listening on * port 22.
13,Feb,11,06:56:27,hydra0,sshd[19259],Server listening on :: port 22.,Event3,Server listening on * port 22.
14,Feb,11,07:05:01,hydra0,CRON[20348],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
15,Feb,11,07:05:01,hydra0,CRON[20348],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
16,Feb,11,07:09:01,hydra0,CRON[21505],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
17,Feb,11,07:09:01,hydra0,CRON[21505],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
18,Feb,11,07:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
19,Feb,11,07:15:01,hydra0,CRON[22801],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
20,Feb,11,07:15:01,hydra0,CRON[22801],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
21,Feb,11,07:17:01,hydra0,CRON[24041],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
22,Feb,11,07:17:01,hydra0,CRON[24041],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
23,Feb,11,07:25:01,hydra0,CRON[25559],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
24,Feb,11,07:25:01,hydra0,CRON[25559],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
25,Feb,11,07:35:01,hydra0,CRON[28155],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
26,Feb,11,07:35:01,hydra0,CRON[28155],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
27,Feb,11,07:39:01,hydra0,CRON[29423],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
28,Feb,11,07:39:01,hydra0,CRON[29423],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
29,Feb,11,07:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
30,Feb,11,07:45:01,hydra0,CRON[30669],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
31,Feb,11,07:45:01,hydra0,CRON[30669],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
32,Feb,11,07:55:01,hydra0,CRON[32992],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
33,Feb,11,07:55:01,hydra0,CRON[32992],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
34,Feb,11,08:05:01,hydra0,CRON[35635],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
35,Feb,11,08:05:01,hydra0,CRON[35635],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
36,Feb,11,08:09:01,hydra0,CRON[36724],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
37,Feb,11,08:09:01,hydra0,CRON[36724],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
38,Feb,11,08:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
39,Feb,11,08:15:01,hydra0,CRON[37873],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
40,Feb,11,08:15:01,hydra0,CRON[37873],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
41,Feb,11,08:17:01,hydra0,CRON[39167],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
42,Feb,11,08:17:01,hydra0,CRON[39167],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
43,Feb,11,08:25:01,hydra0,CRON[40850],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
44,Feb,11,08:25:01,hydra0,CRON[40850],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
45,Feb,11,08:35:01,hydra0,CRON[2570],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
46,Feb,11,08:35:01,hydra0,CRON[2570],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
47,Feb,11,08:39:01,hydra0,CRON[3681],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
48,Feb,11,08:39:01,hydra0,CRON[3681],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
49,Feb,11,08:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
50,Feb,11,08:45:01,hydra0,CRON[5136],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
51,Feb,11,08:45:01,hydra0,CRON[5136],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
52,Feb,11,08:55:01,hydra0,CRON[7771],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
53,Feb,11,08:55:01,hydra0,CRON[7771],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
54,Feb,11,09:05:01,hydra0,CRON[10104],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
55,Feb,11,09:05:01,hydra0,CRON[10104],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
56,Feb,11,09:09:01,hydra0,CRON[11345],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
57,Feb,11,09:09:01,hydra0,CRON[11345],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
58,Feb,11,09:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
59,Feb,11,09:15:01,hydra0,CRON[12645],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
60,Feb,11,09:15:01,hydra0,CRON[12645],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
61,Feb,11,09:17:01,hydra0,CRON[14096],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
62,Feb,11,09:17:01,hydra0,CRON[14096],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
63,Feb,11,09:25:01,hydra0,CRON[15507],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
64,Feb,11,09:25:01,hydra0,CRON[15507],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
65,Feb,11,09:35:01,hydra0,CRON[18227],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
66,Feb,11,09:35:01,hydra0,CRON[18227],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
67,Feb,11,09:39:01,hydra0,CRON[19646],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
68,Feb,11,09:39:01,hydra0,CRON[19646],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
69,Feb,11,09:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
70,Feb,11,09:45:01,hydra0,CRON[21269],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
71,Feb,11,09:45:01,hydra0,CRON[21269],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
72,Feb,11,09:55:01,hydra0,CRON[24065],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
73,Feb,11,09:55:01,hydra0,CRON[24065],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
74,Feb,11,10:05:01,hydra0,CRON[27636],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
75,Feb,11,10:05:01,hydra0,CRON[27636],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
76,Feb,11,10:09:01,hydra0,CRON[29167],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
77,Feb,11,10:09:01,hydra0,CRON[29167],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
78,Feb,11,10:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
79,Feb,11,10:15:01,hydra0,CRON[30362],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
80,Feb,11,10:15:01,hydra0,CRON[30362],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
81,Feb,11,10:17:01,hydra0,CRON[31618],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
82,Feb,11,10:17:01,hydra0,CRON[31618],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
83,Feb,11,10:25:01,hydra0,CRON[33042],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
84,Feb,11,10:25:01,hydra0,CRON[33042],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
85,Feb,11,10:35:01,hydra0,CRON[35941],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
86,Feb,11,10:35:01,hydra0,CRON[35941],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
87,Feb,11,10:39:01,hydra0,CRON[37290],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
88,Feb,11,10:39:01,hydra0,CRON[37290],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
89,Feb,11,10:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
90,Feb,11,10:45:01,hydra0,CRON[38805],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
91,Feb,11,10:45:01,hydra0,CRON[38805],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
92,Feb,11,10:55:01,hydra0,CRON[1629],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
93,Feb,11,10:55:01,hydra0,CRON[1629],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
94,Feb,11,11:05:01,hydra0,CRON[4727],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
95,Feb,11,11:05:01,hydra0,CRON[4727],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
96,Feb,11,11:09:01,hydra0,CRON[6246],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
97,Feb,11,11:09:01,hydra0,CRON[6246],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
98,Feb,11,11:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
99,Feb,11,11:15:01,hydra0,CRON[7799],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
100,Feb,11,11:15:01,hydra0,CRON[7799],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
101,Feb,11,11:17:01,hydra0,CRON[9305],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
102,Feb,11,11:17:01,hydra0,CRON[9305],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
103,Feb,11,11:25:01,hydra0,CRON[10859],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
104,Feb,11,11:25:01,hydra0,CRON[10859],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
105,Feb,11,11:35:01,hydra0,CRON[13970],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
106,Feb,11,11:35:01,hydra0,CRON[13970],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
107,Feb,11,11:39:01,hydra0,CRON[15136],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
108,Feb,11,11:39:01,hydra0,CRON[15136],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
109,Feb,11,11:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
110,Feb,11,11:45:01,hydra0,CRON[16887],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
111,Feb,11,11:45:01,hydra0,CRON[16887],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
112,Feb,11,11:55:01,hydra0,CRON[20006],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
113,Feb,11,11:55:01,hydra0,CRON[20006],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
114,Feb,11,12:05:01,hydra0,CRON[22990],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
115,Feb,11,12:05:01,hydra0,CRON[22990],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
116,Feb,11,12:09:01,hydra0,CRON[24235],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
117,Feb,11,12:09:01,hydra0,CRON[24235],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
118,Feb,11,12:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
119,Feb,11,12:15:01,hydra0,CRON[25404],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
120,Feb,11,12:15:01,hydra0,CRON[25404],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
121,Feb,11,12:17:01,hydra0,CRON[26852],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
122,Feb,11,12:17:01,hydra0,CRON[26852],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
123,Feb,11,12:25:01,hydra0,CRON[28206],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
124,Feb,11,12:25:01,hydra0,CRON[28206],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
125,Feb,11,12:35:01,hydra0,CRON[31075],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
126,Feb,11,12:35:01,hydra0,CRON[31075],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
127,Feb,11,12:39:01,hydra0,CRON[32299],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
128,Feb,11,12:39:01,hydra0,CRON[32299],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
129,Feb,11,12:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
130,Feb,11,12:45:01,hydra0,CRON[33586],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
131,Feb,11,12:45:01,hydra0,CRON[33586],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
132,Feb,11,12:55:01,hydra0,CRON[36354],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
133,Feb,11,12:55:01,hydra0,CRON[36354],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
134,Feb,11,13:05:01,hydra0,CRON[39178],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
135,Feb,11,13:05:01,hydra0,CRON[39178],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
136,Feb,11,13:09:01,hydra0,CRON[40811],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
137,Feb,11,13:09:01,hydra0,CRON[40811],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
138,Feb,11,13:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
139,Feb,11,13:15:01,hydra0,CRON[2000],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
140,Feb,11,13:15:01,hydra0,CRON[2000],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
141,Feb,11,13:17:01,hydra0,CRON[3346],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
142,Feb,11,13:17:01,hydra0,CRON[3346],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
143,Feb,11,13:25:01,hydra0,CRON[4592],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
144,Feb,11,13:25:01,hydra0,CRON[4592],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
145,Feb,11,13:35:01,hydra0,CRON[7446],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
146,Feb,11,13:35:01,hydra0,CRON[7446],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
147,Feb,11,13:39:01,hydra0,CRON[9172],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
148,Feb,11,13:39:01,hydra0,CRON[9172],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
149,Feb,11,13:39:02,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
150,Feb,11,13:45:01,hydra0,CRON[11143],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
151,Feb,11,13:45:01,hydra0,CRON[11143],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
152,Feb,11,13:55:01,hydra0,CRON[14726],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
153,Feb,11,13:55:01,hydra0,CRON[14726],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
154,Feb,11,14:05:01,hydra0,CRON[18779],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
155,Feb,11,14:05:01,hydra0,CRON[18779],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
156,Feb,11,14:09:01,hydra0,CRON[20469],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
157,Feb,11,14:09:01,hydra0,CRON[20469],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
158,Feb,11,14:09:02,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
159,Feb,11,14:15:01,hydra0,CRON[22230],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
160,Feb,11,14:15:02,hydra0,CRON[22230],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
161,Feb,11,14:17:02,hydra0,CRON[24025],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
162,Feb,11,14:17:02,hydra0,CRON[24025],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
163,Feb,11,14:25:01,hydra0,CRON[25596],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
164,Feb,11,14:25:01,hydra0,CRON[25596],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
165,Feb,11,14:35:01,hydra0,CRON[29249],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
166,Feb,11,14:35:01,hydra0,CRON[29249],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
167,Feb,11,14:39:01,hydra0,CRON[31290],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
168,Feb,11,14:39:01,hydra0,CRON[31290],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
169,Feb,11,14:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
170,Feb,11,14:45:01,hydra0,CRON[33180],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
171,Feb,11,14:45:01,hydra0,CRON[33180],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
172,Feb,11,14:55:01,hydra0,CRON[36507],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
173,Feb,11,14:55:01,hydra0,CRON[36507],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
174,Feb,11,15:05:01,hydra0,CRON[39740],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
175,Feb,11,15:05:01,hydra0,CRON[39740],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
176,Feb,11,15:09:01,hydra0,CRON[571],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
177,Feb,11,15:09:01,hydra0,CRON[571],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
178,Feb,11,15:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
179,Feb,11,15:15:01,hydra0,CRON[2162],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
180,Feb,11,15:15:01,hydra0,CRON[2162],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
181,Feb,11,15:17:01,hydra0,CRON[3736],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
182,Feb,11,15:17:01,hydra0,CRON[3736],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
183,Feb,11,15:25:01,hydra0,CRON[5724],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
184,Feb,11,15:25:01,hydra0,CRON[5724],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
185,Feb,11,15:35:01,hydra0,CRON[8609],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
186,Feb,11,15:35:01,hydra0,CRON[8609],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
187,Feb,11,15:39:01,hydra0,CRON[10183],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
188,Feb,11,15:39:01,hydra0,CRON[10183],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
189,Feb,11,15:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
190,Feb,11,15:45:01,hydra0,CRON[12153],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
191,Feb,11,15:45:01,hydra0,CRON[12153],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
192,Feb,11,15:55:01,hydra0,CRON[16030],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
193,Feb,11,15:55:01,hydra0,CRON[16030],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
194,Feb,11,16:05:01,hydra0,CRON[19809],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
195,Feb,11,16:05:01,hydra0,CRON[19809],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
196,Feb,11,16:09:01,hydra0,CRON[21667],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
197,Feb,11,16:09:01,hydra0,CRON[21667],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
198,Feb,11,16:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
199,Feb,11,16:15:01,hydra0,CRON[23487],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
200,Feb,11,16:15:01,hydra0,CRON[23487],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
201,Feb,11,16:17:01,hydra0,CRON[25275],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
202,Feb,11,16:17:01,hydra0,CRON[25275],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
203,Feb,11,16:25:01,hydra0,CRON[27143],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
204,Feb,11,16:25:01,hydra0,CRON[27143],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
205,Feb,11,16:35:01,hydra0,CRON[30525],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
206,Feb,11,16:35:01,hydra0,CRON[30525],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
207,Feb,11,16:39:01,hydra0,CRON[32205],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
208,Feb,11,16:39:01,hydra0,CRON[32205],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
209,Feb,11,16:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
210,Feb,11,16:45:01,hydra0,CRON[34211],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
211,Feb,11,16:45:01,hydra0,CRON[34211],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
212,Feb,11,16:55:01,hydra0,CRON[37471],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
213,Feb,11,16:55:01,hydra0,CRON[37471],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
214,Feb,11,17:05:01,hydra0,CRON[40600],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
215,Feb,11,17:05:01,hydra0,CRON[40600],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
216,Feb,11,17:09:01,hydra0,CRON[2132],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
217,Feb,11,17:09:01,hydra0,CRON[2132],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
218,Feb,11,17:09:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
219,Feb,11,17:15:01,hydra0,CRON[3992],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
220,Feb,11,17:15:01,hydra0,CRON[3992],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
221,Feb,11,17:17:01,hydra0,CRON[5671],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
222,Feb,11,17:17:01,hydra0,CRON[5671],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
223,Feb,11,17:25:01,hydra0,CRON[7524],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
224,Feb,11,17:25:01,hydra0,CRON[7524],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
225,Feb,11,17:35:01,hydra0,CRON[10553],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
226,Feb,11,17:35:01,hydra0,CRON[10553],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
227,Feb,11,17:39:01,hydra0,CRON[12294],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
228,Feb,11,17:39:01,hydra0,CRON[12294],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
229,Feb,11,17:39:01,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
230,Feb,11,17:45:01,hydra0,CRON[13920],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
231,Feb,11,17:45:01,hydra0,CRON[13920],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
232,Feb,11,17:55:01,hydra0,CRON[17126],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
233,Feb,11,17:55:01,hydra0,CRON[17126],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
234,Feb,11,18:03:58,hydra0,sshd[19464],Did not receive identification string from 211.65.197.113 port 49234,Event4,Did not receive identification string from 211.65.197.113 port *
235,Feb,11,18:05:01,hydra0,CRON[19480],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
236,Feb,11,18:05:01,hydra0,CRON[19480],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
237,Feb,11,18:09:01,hydra0,CRON[20871],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
238,Feb,11,18:09:01,hydra0,CRON[20871],pam_unix(cron:session): session closed for user root,Event0,* session * for user *
239,Feb,11,18:09:41,hydra0,php7.0,DIGEST-MD5 common mech free,Event1,DIGEST-MD5 common mech free
240,Feb,11,18:15:01,hydra0,CRON[22488],pam_unix(cron:session): session opened for user root by (uid=0),Event0,* session * for user *
